req_id,picture_id,item_code,module_id,module,layer_id,position,item_width,facing,item_type,vert_facing,module_width
20347,20347_23,101432322,5,E,4,112,67,1,item,1,1000
20347,20347_23,101445024,5,E,4,362,131,1,item,1,1000
20347,20347_23,101467748,5,E,5,104,70,1,item,1,1000
20347,20347_23,100020873,3,C,3,469,44,1,item,1,1000
20347,20347_23,101024122,3,C,2,798,85,1,item,1,1000
20347,20347_23,101024124,3,C,2,895,85,1,item,1,1000
20347,20347_23,101140938,3,C,2,701,85,1,item,1,1000
20347,20347_23,101143521,3,C,3,96,85,1,item,1,1000
20347,20347_23,101143524,3,C,3,192,74,1,item,1,1000
20347,20347_23,101226412,3,C,3,373,85,1,item,1,1000
20347,20347_23,101226419,3,C,3,620,74,1,item,1,1000
20347,20347_23,101226420,3,C,3,277,85,1,item,1,1000
20347,20347_23,101226423,3,C,2,382,95,1,item,1,1000
20347,20347_23,101226424,3,C,3,891,95,1,item,1,1000
20347,20347_23,101226436,3,C,3,705,85,1,item,1,1000
20347,20347_23,101226440,3,C,3,524,85,1,item,1,1000
20347,20347_23,101226511,3,C,2,285,85,1,item,1,1000
20347,20347_23,101226515,3,C,2,188,85,1,item,1,1000
20347,20347_23,101243812,3,C,2,0,79,1,item,1,1000
20347,20347_23,101243823,3,C,3,801,79,1,item,1,1000
20347,20347_23,101397732,3,C,2,91,85,1,item,1,1000
20347,20347_23,101428527,3,C,3,0,85,1,item,1,1000
20347,20347_23,100051023,3,C,5,601,98,1,item,1,1000
20347,20347_23,100051024,3,C,4,503,98,1,item,1,1000
20347,20347_23,100051029,3,C,4,770,98,1,item,1,1000
20347,20347_23,100051031,3,C,5,493,98,1,item,1,1000
20347,20347_23,100051044,3,C,5,709,98,1,item,1,1000
20347,20347_23,100051045,3,C,4,882,98,1,item,1,1000
20347,20347_23,100066922,3,C,5,817,95,1,item,1,1000
20347,20347_23,100784503,3,C,4,615,67,1,item,1,1000
20347,20347_23,100917208,3,C,4,696,60,1,item,1,1000
20347,20347_23,100210469,3,C,4,259,78,1,item,1,1000
20347,20347_23,100210470,3,C,4,351,78,1,item,1,1000
20347,20347_23,100307006,3,C,5,55,78,1,item,1,1000
20347,20347_23,100413603,3,C,5,245,130,1,item,1,1000
20347,20347_23,100618503,3,C,4,168,77,1,item,1,1000
20347,20347_23,101371457,3,C,5,143,92,1,item,1,1000
20347,20347_23,100273902,4,D,5,104,93,1,item,1,1000
20347,20347_23,100274002,4,D,5,208,93,1,item,1,1000
20347,20347_23,100568106,4,D,5,0,93,1,item,1,1000
20347,20347_23,101371446,4,D,5,312,94,1,item,1,1000
20347,20347_23,101431925,4,D,5,417,93,1,item,1,1000
20347,20347_23,100322106,4,D,2,75,92,1,item,1,1000
20347,20347_23,100328903,4,D,2,179,92,1,item,1,1000
20347,20347_23,100393405,4,D,2,387,96,1,item,1,1000
20347,20347_23,100450205,4,D,4,817,96,1,item,1,1000
20347,20347_23,100450414,4,D,4,514,92,1,item,1,1000
20347,20347_23,100468203,4,D,4,615,92,1,item,1,1000
20347,20347_23,100495403,4,D,4,195,100,1,item,1,1000
20347,20347_23,100537103,4,D,4,413,92,1,item,1,1000
20347,20347_23,100579004,4,D,4,304,100,1,item,1,1000
20347,20347_23,100619206,4,D,2,283,92,1,item,1,1000
20347,20347_23,100619214,4,D,4,716,92,1,item,1,1000
20347,20347_23,100872813,4,D,2,579,67,1,item,1,1000
20347,20347_23,100872909,4,D,2,742,67,1,item,1,1000
20347,20347_23,101140948,4,D,2,658,72,1,item,1,1000
20347,20347_23,101140949,4,D,2,495,72,1,item,1,1000
20347,20347_23,101142114,4,D,3,583,67,1,item,1,1000
20347,20347_23,101142115,4,D,3,743,67,1,item,1,1000
20347,20347_23,101184709,4,D,3,259,67,1,item,1,1000
20347,20347_23,101184808,4,D,3,423,67,1,item,1,1000
20347,20347_23,101244533,4,D,4,95,91,1,item,1,1000
20347,20347_23,101371466,4,D,4,0,86,1,item,1,1000
20347,20347_23,101380128,4,D,3,502,69,1,item,1,1000
20347,20347_23,101380129,4,D,3,662,69,1,item,1,1000
20347,20347_23,101380483,4,D,2,0,63,1,item,1,1000
20347,20347_23,101393436,4,D,5,521,67,1,item,1,1000
20347,20347_23,101422831,4,D,3,174,73,1,item,1,1000
20347,20347_23,101425283,4,D,3,338,73,1,item,1,1000
20347,20347_23,101441321,4,D,3,87,75,1,item,1,1000
20347,20347_23,101441323,4,D,3,0,75,1,item,1,1000
20347,20347_23,100419502,2,B,2,424,76,1,item,1,1000
20347,20347_23,100419503,2,B,2,515,76,1,item,1,1000
20347,20347_23,100786103,2,B,3,800,81,1,item,1,1000
20347,20347_23,100786104,2,B,3,895,81,1,item,1,1000
20347,20347_23,101212808,2,B,3,363,77,1,item,1,1000
20347,20347_23,101228127,2,B,2,184,65,1,item,1,1000
20347,20347_23,101329917,2,B,3,272,77,1,item,1,1000
20347,20347_23,101377025,2,B,2,606,84,1,item,1,1000
20347,20347_23,101377028,2,B,2,705,84,1,item,1,1000
20347,20347_23,101393437,2,B,3,193,65,1,item,1,1000
20347,20347_23,101393446,2,B,2,344,65,1,item,1,1000
20347,20347_23,101393466,2,B,3,454,65,1,item,1,1000
20347,20347_23,101393499,2,B,3,533,65,1,item,1,1000
20347,20347_23,101393506,2,B,2,264,65,1,item,1,1000
20347,20347_23,101426159,2,B,2,804,79,1,item,1,1000
20347,20347_23,101426161,2,B,2,898,79,1,item,1,1000
20347,20347_23,101463428,2,B,3,706,80,1,item,1,1000
20347,20347_23,101463432,2,B,3,612,80,1,item,1,1000
20347,20347_23,100492608,7,G,3,323,91,1,item,1,1000
20347,20347_23,100492612,7,G,2,94,91,1,item,1,1000
20347,20347_23,100492613,7,G,3,216,91,1,item,1,1000
20347,20347_23,100530302,7,G,2,292,91,1,item,1,1000
20347,20347_23,100530403,7,G,2,193,91,1,item,1,1000
20347,20347_23,101304009,7,G,4,292,60,1,item,1,1000
20347,20347_23,101304209,7,G,4,364,60,1,item,1,1000
20347,20347_23,101304212,7,G,4,436,60,1,item,1,1000
20347,20347_23,101371442,7,G,4,73,61,1,item,1,1000
20347,20347_23,101371447,7,G,4,0,61,1,item,1,1000
20347,20347_23,101371451,7,G,4,219,61,1,item,1,1000
20347,20347_23,101371455,7,G,4,146,61,1,item,1,1000
20347,20347_23,101426123,7,G,1,207,50,1,item,1,1000
20347,20347_23,101426128,7,G,1,272,50,1,item,1,1000
20347,20347_23,101436725,7,G,1,105,87,1,item,1,1000
20347,20347_23,101437323,7,G,3,106,94,1,item,1,1000
20347,20347_23,101459426,7,G,5,490,90,1,item,1,1000
20347,20347_23,101459429,7,G,3,0,90,1,item,1,1000
20347,20347_23,101459432,7,G,1,0,90,1,item,1,1000
20347,20347_23,101462524,7,G,2,0,86,1,item,1,1000
20347,20347_23,101463023,7,G,5,595,94,1,item,1,1000
20347,20347_23,100573802,3,C,4,0,70,1,item,1,1000
20347,20347_23,100575604,3,C,4,84,70,1,item,1,1000
20347,20347_23,100718907,5,E,4,946,39,1,item,1,1000
20347,20347_23,100873508,2,B,2,94,75,1,item,1,1000
20347,20347_23,101244530,2,B,2,0,79,1,item,1,1000
20347,20347_23,100896715,4,D,5,599,65,1,item,1,1000
20347,20347_23,101007220,4,D,5,675,65,1,item,1,1000
20347,20347_23,101371440,4,D,5,908,77,1,item,1,1000
20347,20347_23,101432323,4,D,5,751,67,1,item,1,1000
20347,20347_23,101448721,4,D,5,829,68,1,item,1,1000
20347,20347_23,100900711,2,B,5,285,80,1,item,1,1000
20347,20347_23,101184510,2,B,5,0,80,1,item,1,1000
20347,20347_23,101184608,2,B,5,94,80,1,item,1,1000
20347,20347_23,101455328,2,B,5,188,83,1,item,1,1000
20347,20347_23,100917010,2,B,4,268,72,1,item,1,1000
20347,20347_23,101404329,2,B,4,183,72,1,item,1,1000
20347,20347_23,101473134,2,B,4,353,180,1,item,1,1000
20347,20347_23,101127746,2,B,4,861,125,1,item,1,1000
20347,20347_23,101127813,2,B,4,546,92,1,item,1,1000
20347,20347_23,101127814,2,B,4,651,92,1,item,1,1000
20347,20347_23,101127815,2,B,4,756,92,1,item,1,1000
20347,20347_23,101140933,7,G,3,529,62,1,item,1,1000
20347,20347_23,101140934,7,G,3,685,62,1,item,1,1000
20347,20347_23,101140935,7,G,3,607,62,1,item,1,1000
20347,20347_23,101268608,7,G,1,526,69,1,item,1,1000
20347,20347_23,101268808,7,G,1,694,69,1,item,1,1000
20347,20347_23,101268809,7,G,1,610,69,1,item,1,1000
20347,20347_23,101268908,7,G,1,778,69,1,item,1,1000
20347,20347_23,101269008,7,G,1,862,38,1,item,1,1000
20347,20347_23,101377023,7,G,2,603,67,1,item,1,1000
20347,20347_23,101377024,7,G,4,508,48,1,item,1,1000
20347,20347_23,101377035,7,G,2,753,67,1,item,1,1000
20347,20347_23,101377038,7,G,2,678,67,1,item,1,1000
20347,20347_23,101412124,7,G,4,568,67,1,item,1,1000
20347,20347_23,101412130,7,G,2,919,67,1,item,1,1000
20347,20347_23,101412133,7,G,1,915,67,1,item,1,1000
20347,20347_23,101412135,7,G,4,647,67,1,item,1,1000
20347,20347_23,101431522,7,G,2,828,83,1,item,1,1000
20347,20347_23,101450821,7,G,3,839,60,1,item,1,1000
20347,20347_23,101450822,7,G,3,763,60,1,item,1,1000
20347,20347_23,101143508,5,E,4,590,71,1,item,1,1000
20347,20347_23,101143509,5,E,4,674,71,1,item,1,1000
20347,20347_23,101143510,5,E,5,570,71,1,item,1,1000
20347,20347_23,101143511,5,E,5,488,71,1,item,1,1000
20347,20347_23,101143512,5,E,4,506,71,1,item,1,1000
20347,20347_23,101371444,5,E,5,652,87,1,item,1,1000
20347,20347_23,101346724,7,G,4,813,81,1,item,1,1000
20347,20347_23,101346741,7,G,4,726,75,1,item,1,1000
20347,20347_23,101346748,7,G,5,704,81,1,item,1,1000
20347,20347_23,101346753,7,G,5,800,81,1,item,1,1000
20347,20347_23,101346761,7,G,4,906,81,1,item,1,1000
20347,20347_23,101330808,6,F,5,104,80,1,item,1,1000
20347,20347_23,101330809,6,F,4,0,80,1,item,1,1000
20347,20347_23,101330810,6,F,3,0,88,1,item,1,1000
20347,20347_23,101330908,6,F,5,0,88,1,item,1,1000
20347,20347_23,101331008,6,F,4,88,80,1,item,1,1000
20347,20347_23,101345408,6,F,5,828,40,1,item,1,1000
20347,20347_23,101347008,6,F,5,884,40,1,item,1,1000
20347,20347_23,101412790,6,F,5,940,40,1,item,1,1000
20347,20347_23,101417921,6,F,3,839,65,1,item,1,1000
20347,20347_23,101417923,6,F,2,628,65,1,item,1,1000
20347,20347_23,101417926,6,F,3,916,65,1,item,1,1000
20347,20347_23,101417928,6,F,3,685,65,1,item,1,1000
20347,20347_23,101417931,6,F,2,553,65,1,item,1,1000
20347,20347_23,101425031,6,F,2,500,43,1,item,1,1000
20347,20347_23,101432525,6,F,5,706,45,1,item,1,1000
20347,20347_23,101432531,6,F,5,767,45,1,item,1,1000
20347,20347_23,101448727,6,F,3,762,65,1,item,1,1000
20347,20347_23,101459430,6,F,5,492,91,1,item,1,1000
20347,20347_23,101459434,6,F,5,599,91,1,item,1,1000
20347,20347_23,101460141,6,F,3,633,40,1,item,1,1000
20347,20347_23,101460147,6,F,3,581,40,1,item,1,1000
20347,20347_23,101469424,6,F,4,754,60,1,item,1,1000
20347,20347_23,101469425,6,F,4,618,60,1,item,1,1000
20347,20347_23,101469557,6,F,4,503,56,1,item,1,1000
20347,20347_23,101470224,6,F,4,822,87,1,item,1,1000
20347,20347_23,101470226,6,F,4,686,60,1,item,1,1000
20347,20347_23,101470247,6,F,4,567,43,1,item,1,1000
20347,20347_23,101473131,6,F,2,703,208,1,item,1,1000
20347,20347_23,101353318,5,E,5,903,86,1,item,1,1000
20347,20347_23,101401358,5,E,5,807,85,1,item,1,1000
20347,20347_23,101377021,1,A,3,651,51,1,item,1,1000
20347,20347_23,101452428,1,A,3,584,50,1,item,1,1000
20347,20347_23,101455322,1,A,3,451,49,1,item,1,1000
20347,20347_23,101465122,1,A,3,517,50,1,item,1,1000
20347,20347_23,101469821,1,A,3,719,195,1,item,1,1000
20347,20347_23,101392724,1,A,4,782,105,1,item,1,1000
20347,20347_23,101393321,1,A,4,667,105,1,item,1,1000
20347,20347_23,101429248,1,A,5,609,64,1,item,1,1000
20347,20347_23,101429249,1,A,5,683,65,1,item,1,1000
20347,20347_23,101429250,1,A,5,197,90,1,item,1,1000
20347,20347_23,101429922,1,A,5,429,90,1,item,1,1000
20347,20347_23,101431825,1,A,5,529,70,1,item,1,1000
20347,20347_23,101436235,1,A,5,758,180,1,item,1,1000
20347,20347_23,101448932,1,A,4,518,91,1,item,1,1000
20347,20347_23,101448949,1,A,4,619,38,1,item,1,1000
20347,20347_23,101448952,1,A,4,321,38,1,item,1,1000
20347,20347_23,101449229,1,A,4,220,91,1,item,1,1000
20347,20347_23,101451426,1,A,4,369,91,1,item,1,1000
20347,20347_23,101451427,1,A,4,897,91,1,item,1,1000
20347,20347_23,101452821,1,A,4,470,38,1,item,1,1000
20347,20347_23,101463161,1,A,5,297,38,1,item,1,1000
20347,20347_23,101467531,1,A,5,345,74,1,item,1,1000
20347,20347_23,101385131,1,A,3,195,100,1,item,1,1000
20347,20347_23,101385252,1,A,3,374,60,1,item,1,1000
20347,20347_23,101406022,1,A,3,312,45,1,item,1,1000
20347,20347_23,101434426,1,A,2,147,63,1,item,1,1000
20347,20347_23,101434440,1,A,2,225,95,1,item,1,1000
20347,20347_23,101434924,1,A,2,335,49,1,item,1,1000
20347,20347_23,101397623,5,E,4,758,33,1,item,1,1000
20347,20347_23,101417927,5,E,4,804,129,1,item,1,1000
20347,20347_23,101406533,1,A,3,130,48,1,item,1,1000
20347,20347_23,101448023,1,A,4,79,49,1,item,1,1000
20347,20347_23,101448024,1,A,5,138,49,1,item,1,1000
20347,20347_23,101448030,1,A,2,0,52,1,item,1,1000
20347,20347_23,101454626,1,A,3,61,52,1,item,1,1000
20347,20347_23,101454627,1,A,5,0,49,1,item,1,1000
20347,20347_23,101466943,1,A,2,67,65,1,item,1,1000
20347,20347_23,101468330,1,A,3,0,44,1,item,1,1000
20347,20347_23,101473032,1,A,5,59,69,1,item,1,1000
20347,20347_23,101473421,1,A,4,0,69,1,item,1,1000
20347,20347_23,101412126,7,G,5,85,70,1,item,1,1000
20347,20347_23,101412128,7,G,5,170,70,1,item,1,1000
20347,20347_23,101412132,7,G,5,0,70,1,item,1,1000
20347,20347_23,101412136,7,G,5,255,70,1,item,1,1000
20347,20347_23,101413521,7,G,5,340,135,1,item,1,1000
20347,20347_23,101460143,2,B,4,0,81,1,item,1,1000
20347,20347_23,101460144,2,B,3,95,84,1,item,1,1000
20347,20347_23,101460145,2,B,4,94,76,1,item,1,1000
20347,20347_23,101460146,2,B,3,0,81,1,item,1,1000
20347,20347_23,101473224,1,A,2,474,180,1,item,1,1000
20347,20347_23,101469426,3,C,5,0,45,1,item,1,1000
20347,20347_23,101476621,2,B,1,314,100,1,item,1,1000
20347,20347_23,101476622,2,B,1,154,74,1,item,1,1000
20347,20347_23,101476623,2,B,1,234,74,1,item,1,1000
20347,20347_23,101477221,2,B,1,0,148,1,item,1,1000
20347,20347_23,96,2,B,1,498,495,1,tray,1,1000
20347,20347_23,71,4,D,1,0,990,1,tray,1,1000
20347,20347_23,73,5,E,1,0,495,1,tray,1,1000
20347,20347_23,8,3,C,2,489,200,1,tray,1,1000
20347,20347_23,100,3,C,1,0,990,1,tray,1,1000
20347,20347_23,11,1,A,1,0,490,1,tray,1,1000
20347,20347_23,103,1,A,1,497,495,1,tray,1,1000
20347,20347_23,24,6,F,2,0,490,1,tray,1,1000
20347,20347_23,13,6,F,1,500,490,1,tray,1,1000
20347,20347_23,6,6,F,1,0,490,1,tray,1,1000
20347,20347_23,100020974,2,B,5,709,73,1,item,1,1000
20347,20347_23,100020975,2,B,5,906,73,1,item,1,1000
20347,20347_23,100020976,2,B,5,599,96,1,item,1,1000
20347,20347_23,100020977,2,B,5,796,96,1,item,1,1000
